,text,like,love,care,haha,wow,sad,angry
400,"終於熬過懷孕初期了，孕吐的症狀終於稍稍得到緩解😭😭

懷孕的初期真的很辛苦…睡醒就開始想吐、餓也想吐、飽也想吐、聞到任何味道就想吐、看到老公也….（🤣）、腰酸、頭暈、胃食道逆流、嗜睡….
不舒服的太多太多了！！
所以在孕婦身邊的人真的麻煩要多體諒啊！！

像我就真的很謝謝Kim跟妮妮，因為懷孕初期我真的只能吃得下Kim煮的食物，因為比較不會油膩，然後妮妮每天唱歌給我聽也能幫我轉移一點注意力，就這樣各種不舒服終於稍稍得到一點點緩解，今天想說…很開心終於熬過懷孕初期了🥰",22470,544,415,34,3,3,0
401,產檢的時候，護士給我一本產檢加值手冊，7/1號開始原本產檢10次➡️增加到14次 ，次數增加可以多多看到寶寶，孕媽咪們要記得拿到喔☺️,15923,163,54,0,1,0,0
402,"懷孕初期長痘痘代表什麼？！
男寶？女寶？ 都好🥰🥰🥰",16143,251,45,16,5,0,0
403,"當媽媽後真的會變得很堅強，懷孕過程雖然很辛苦，但再多的辛苦都沒關係，只希望肚子裡的寶寶能平安健康出生，這次我在懷孕初期有特別去做了「台灣基康」的兩種基因檢測（NIFTY PRO及添好孕PLUS），都是抽血非侵入性的基因檢測，但兩者其實經他們介紹才了解有很大的差異，所以我都選擇一起檢驗！

• 添好孕PLUS：想做的原因是因為這些疾病的特色在於「隱性」潛藏，所以若我們本身不小心為帶因者，通常也不會有病徵（套現在最紅的用詞，可想像成「無症狀傳染者」），因此並不是沒有相關家族遺傳史就不會發生喔！
(添好孕 基康官網： https://www.genehealth.com.tw/product/intro/maternal-fetal?id=2)

• NIFTY PRO：
NIFTY是檢驗胎兒本身是否有「染色體異常疾病」的檢測，只要抽血又非常精準，相較於羊膜穿刺安全許多！NIFTY PRO可一次檢測94項染色體疾病，是每胎發育過程中「隨機」造成的，因此每個孕媽咪都有可能遇到。
(NIFTY PRO 基康官網：https://www.genehealth.com.tw/product/intro/maternal-fetal?id=17)
提供給有想要了解的粉絲們參考喔

這次我們是在 台北 #佑昇診所 請李新揚醫師看診，李醫師也很親切，看診過程也都很有耐心，真的非常感謝～～平安",11471,143,79,0,0,0,0
404,"好一陣子沒出門了，那天特別出門去打疫苗，打完後一切都很好，只是手臂有點腫痛、身體有點痠痛，其他都還ok～ 然後要多喝水☺️

更開心的是幫我打疫苗的醫護人員們是有在關注我們的可愛粉絲，還特別獻上祝福給我，真的很開心🥰

但其實應該是我要感謝他們才對，謝謝他們在前線為了大家的健康、安全努力，還非常用心的再次私訊給我（很可愛），看到他們真的很開心，真心非常謝謝所有醫護人員～😘
大家一起加油💪",17147,252,64,2,7,2,0
405,動態回顧跳出這張照片，看來4年前妮妮就一直期待弟弟/妹妹的到來了🥰,17338,432,57,17,3,0,0
406,"新版的媽媽手冊🥰
希望一切有新的開始～～～",49022,1858,483,3,16,0,1
407,"疫情期間還好有switch的陪伴，陪我們消耗了許多時間乖乖待在家😘

今天收到「動物森友會」跟「Uniqlo」聯名的衣服真的太驚喜了，許多每天熟悉的角色和道具出現在衣服上也太可愛啦～～～

官網已經可以選購了，手刀挑選自己喜歡的角色和款式吧😀

#UNIQLO #AnimalCrossing #UT #ACNH
#wearyourworld #uniqlout #LifeWear
#穿出你的世界 #UNIQLOLIFEWEAR #UNIQLOTAIWAN #LifeWear簡約更顯不凡 #動物森友會",4586,40,3,2,1,0,0
408,5年前的今天 怎麼哪麼勾錐😂爸爸生日快樂🎂,8448,90,9,2115,10,0,0
409,"防疫期間就是要想盡辦法消耗一些時間，老公無聊到連葡萄皮都幫我們剝好了…..🤣🤣🤣🤣
（很貼心啦🥰🥰）",11992,187,13,117,9,0,0
410,"老公好厲害喔，沒想到在端午節……
.
.
.
.
.
.
.
竟然買得到粽子🤣
端午節快樂～～",11135,84,7,243,3,0,1
411,"前幾天收到好朋友寄來的「蔬菜箱」，不用出門寄到家裡！！
剛好可以讓我們家林大廚（Kim)大展身手!!

而且住台北市很快就可以收到嘍，所以我馬上問她說還有沒有？我想分享給大家～
果然ㄠ到限量200箱 動作快呦⬇️⬇️
https://www.kissgood.com.tw/pages/kissgood-nico-freshbox

下周二出貨，雙北快速到貨

還有特別爭取到：
1.低收入戶+單親爸媽（有未滿3 歲以下幼兒），提供10份蔬菜箱，價值899宅配到你家（請私訊「親好屋」粉專）。
2. 單親爸媽（有未滿3歲以下幼兒），訂購「親好屋」蔬菜箱，每箱直接折扣100元(限量20位）（私訓親好屋粉專拿優惠碼！）讓「親好屋」幫您負擔部分的宅配金額。

#親好屋",7371,57,11,1,3,0,0
412,"卡通臉，來跟風💕
恭喜老公新歌今天iTunes 排行榜第一名！ 大家趕快去下載衝一： https://apple.co/34Wq0Em",7361,100,9,13,7,0,0
413,老公好棒～今天iTunes 排行榜第五名！ 大家趕快去下載衝一：https://apple.co/34Wq0Em,19663,296,28,6,4,3,2
414,"最近一起宅在家裡，沒事在家最喜歡唸故事 ，跟妮妮一起分享故事內容，討論內容一起動動腦發現故事裡面的奧妙😀 很適合親子共讀，

■支持繪本義賣，居家閱讀，就能幫助失依兒

忠義基金會&妮妮邀請您

一起閱聽安置家園&收養家庭的故事，

滋潤大人、小孩堅守居家防疫決心，

祝福孩子們因疫情體會:

==================

家是愛的堡壘

能和家人在一起，即是幸福

==================

■支持繪本義賣，居家閱讀，就能幫助失依兒

￫ https://cybaby.eoffering.org.tw/contents/goods?page=3

■停課不停學，愛在我們家

國、台、客3語故事快快聽起來

￫https://cybaby.soci.vip/

■失依兒食在需要愛，防疫期間幫失依兒加菜強化營養

￫ https://bit.ly/失依兒食在需要愛",2427,30,0,1,1,0,0
415,4年前的今天😁,13893,356,24,50,7,0,1
416,"今天出房門，妮妮就遞給我一張她的新作品（因為早上林老師在教課），看完超級感動～
媽媽：祝您天天開心

有妳跟林老師
我每天都超開心啊😍",8568,227,14,2,3,0,1
417,老公這首新歌真的很好聽也很有心，第一次聽到就整個感動了，大家要去下載支持喔： https://reurl.cc/1Yx5km 🥰🥰🥰🥰😘😘😘😘,4760,55,3,0,0,2,0
418,現在停課不停學，所以妮妮也天天待在家，但妮妮其實很會幫忙，不管是家事還是功課都不用我擔心，（功課林老師會教），連我手小小受傷也會幫我擦藥貼OK蹦，生女兒就是貼心🥰🥰🥰,10478,324,27,8,2,0,0
419,"人與人之間的連結，就是賴在沙發上不要出門～～～
防疫要做好👍",6339,54,10,17,1,0,0
420,"來來來～ 幫老公化妝也沒問題👌
大家說我畫的好不好啊？！🤣",1054,9,0,285,0,0,0
421,停電，找到手電筒 🔦 來個燭光下午茶😀,4540,19,9,26,4,0,0
422,"現在疫情嚴重，沒事盡量不要出門，出門也千萬要戴上口罩，大家一起配合防疫，一起渡過難關，加油💪
（照片是之前拍的，現在盡量待在家裡）",4916,36,29,0,1,0,0
423,大停電沒有紅綠燈🚥，各位出門行車行人，特別注意小心🤔,2030,11,2,0,15,1,0
424,"近幾天收到粉絲來信🧐

⚠️可惡！P圖⬇️詐騙 ⬇️詐騙

不要相信喔 ，沒有以下合作⚠️⚠️

有看到請幫我檢舉吧🧐！",2522,8,0,2,341,2,34
425,"母親節快樂！！
一轉眼已經過了八個母親節了，真的好幸運有一個貼心又可愛的女兒，今年母親節妮妮除了送給我一張手寫卡片，還多了一張兌換卷，上面寫找我「按摩兌換卷」！！
我開心的跟妮妮說...
我：哇～謝謝妮妮！！
這個使用期限是無限♾️欸～～
好貼心😘😘
妮妮說...
妮妮：不是啦～ 是8次🤣🤣",4914,118,6,68,0,0,0
426,"母親節快到了～
趁母親節送自己一個禮物犒賞自己
🥰🥰🥰！！
今天受邀來跟大家推廣一個很棒的母親節活動，一直都有在使用「隱適美」的我，看到這個優惠訊息當然也要趕快分享給大家，用隱適美拍片的時候也可以隨時維持燦爛的笑容，除了被Kim整的時候😂
所以現在這個優惠活動真的很值得推薦給需要的粉絲們喔，只要在5/20前滿5個人一起報名，就可索取「隱適美」優惠折扣5000元，可於留言處連結向官方報名喔～
如果未滿5個人，也可以私訊我
（姓名/電話/email)，小編會幫忙整理給官方，一樣享有優惠唷😘😘",5067,49,6,1,0,0,0
427,"那天全家一起出席了一場非常有意義的公益活動！！
「愛盲基金會」推出了一個體驗服務，讓大家更真實了解視障人士們的「視界」，目的是希望了解後，能夠有更多的同理心去體諒、幫助他們，當天我們也真實的體驗了他們的「視界」，做許多簡單的事情都變得非常的不容易，所以如果身邊有這樣的親友，都可以到「愛盲基金會」申請這樣的服務體驗，讓彼此能夠有更多的同理和關懷🥰
#愛盲基金會 愛盲基金會",2012,25,3,0,0,0,0
428,"項鍊糖果！！
如果孩子真的邊吃，然後帶在身上項鍊(糖果）然後邊玩...
我想強迫症的爸爸（Kim)應該會瘋掉~哈哈哈哈哈
挑戰父母理智線的設計🤣🤣😄",3335,17,3,105,3,0,0
429,好厲害的粉絲，謝謝妳的支持 ，給妳100個讚，謝謝粉絲的疼愛，祝福都收到了😀,2506,33,3,0,0,0,0
430,妮妮，生日快樂，我的寶貝一轉眼已經7歲嘍，懂事貼心的你，常常給我帶來很多生活上的小驚喜，謝謝你的陪伴，讓我知道如何當一位母親，讓我變得更堅強，有智慧😀未來的日子 我希望你快樂的過每一天😀。 生日快樂 ANI House 我是妮妮,3730,119,4,2,0,0,0
431,可愛的老公跟妮妮，陪我去買內衣～就這樣在旁邊等我試穿了一個鐘頭，妮妮還能跟我分享什麼款式比較好看☺️，生女兒真好😘😘😘😘,4173,49,5,40,0,0,0
432,"能⽤⾃⼰的⼀點⼒量去幫助需要幫助的⼈，真的是⼀件⾮常開⼼、滿⾜的事情！！
今年我們給⾃⼰的其中⼀個⽬標就是...希望利⽤更多時間來參與更多的公益活動！！
其實常常參與公益活動的關係，間接的也影響到妮妮的⼀些想法～
那天妮妮下課回來問爸爸去哪裡？
爸爸給她看了他出席公益活動的照⽚，並解釋給她聽這個公益活動的主要⽬的是什麼？解釋如何能⽤我們的⼒量幫助他們！！
妮妮聽爸爸說完後，跟我說...
妮妮：我也想跟你們⼀樣可以幫助別⼈，下次等我下課也帶我⼀起去好嗎？
聽到妮妮說這樣的話，真的是意想不到美好的收穫！
很開⼼能讓孩⼦知道幫助別⼈是⼀件開⼼、滿⾜的事情！！
Kim這次出席的公益活動「疫情相挺 愛的GOOD⼒」，
主要是因為疫情的關係影響了許多社福團體，
所以希望可以呼籲更多的⺠眾參與公益，
讓⼤家⼀起協助社福團體義賣商品、增加曝光機會及呼籲捐款。
不管是...⼿沖咖啡、⼿抄紙 製作、美⻝產品等等...這些專業的產品都是由許多 弱勢⻘少年、身障兒、肯納⾃閉症、憨兒等等...
由社福團體來規劃、輔導他們，讓他們⽤⾃⼰的⼒量來完成並創作出屬於⾃⼰的未來！！
也希望⼤家能真正⽤⾏動⽀持他們，許多產品都是他們⽤⼼、耐⼼製作出來的，真的很棒～
⼤家要多多⽀持哦～～
（⼀起參與疫情相挺 愛的GOOD⼒公益活動，只要進⾏公益捐款或購買愛⼼義賣商品給社福團體滿1,000元，⾄活動網站登錄資料，就有機會獲得限量環保餐具卷及公益團體義賣商品，活動連結可參考置頂留⾔唷）
#疫情相挺愛的GOOD⼒ #公益共好",1364,12,2,0,0,0,0
433,地震啊，睡夢中被搖了一下 大家都還好嗎？！,2108,12,20,1,33,5,0
434,今天風有點大，來舊兒童樂園走走，這裡復古風的建築讓他們忍不住玩起了童年遊戲「紅綠燈」，真的是很有穿越的樂趣～🤣,4359,50,0,0,2,0,0
435,"謝謝現場的加油聲，謝謝所有支持我的人，謝謝觀看每一場比賽的人，今天發揮得不太理想。

謝謝我最強大的後盾❤️
VICTOR 勝利體育
合作金庫銀行羽球隊
EVA Airways Corp. 長榮航空
中華電信行動學園
娘家養生報￼
McDonald's
Johnson喬山健康科技
HMK鴻茂熱水器
Red Bull
長庚運動醫學團隊
愛之味官方粉絲團
舒跑 運動你的道理
天堂M
台北市立大學
國家運動訓練中心 National Sports Training Center
中華民國羽球協會
戴萌TTY",67417,3791,848,9,5,10,0
436,"謝謝各位 #穎迷粉 的集氣加油，資穎沒能拿下最終勝利以銀牌坐收。謝謝TTY團隊也再次感謝大家，下次比賽見! Congratulations to TTY on winning the silver medal of #BWFWorldChampionships . Thanks team for the hard work and Thank you everyone for all the support. See you ~^^page admin

自由時報=>羽球世錦賽》戴資穎苦戰兩局不敵山口茜 收下銀牌仍平台灣最佳 記者粘藐云／綜合報",55085,1287,844,5,17,58,1
437,"【BWF World Championships 2021 Date: December 12th~19th】

Tzu Ying 台灣 vs. Akane Yamaguchi 日本

2021羽球世錦賽冠軍戰，資穎將於稍後6 點左右出賽，請大家一起幫TTY集氣加油! Get ready to fight for her first gold medal of #BWFWorldChampionships! We’re all rooting for TTY. All the best! ^^page admin #全力以赴 ＃無可取戴 #TrulyTrustYourself
1、轉播資訊：MOD愛爾達體育3台 (第一場地，第二場次)
2、比分：https://reurl.cc/52jWnM
3、BWF官網：https://tinyurl.com/2sy6re86
4、BWF Live：https://www.youtube.com/watch?v=J4cBFeAxo7o",25358,392,753,3,11,11,1
438,"【BWF World Championships 2021 Date: December 12th~19th】

2021羽球世錦賽冠軍戰終於來囉! TTY 將對上來自日本的山口茜，比賽時間將是台灣晚上約 6點 ( 西班牙時間約 11:00 AM )。最後一戰、TTY全力以赴力拼首金，#穎迷粉 們、請大家一起來幫TTY集氣加油，明天見 ! The final is coming up ! TTY will compete against Akane Yamaguchi of Japan about 6:00 pm (Spain time is about 11:00 am ) on December 19. The last battle、TTY goes all out to fight for her first gold medal of #BWFWorldChampionships. Guys、 please show your support and root for TTY! Ready to Go ! ^^page admin #全力以赴 ＃無可取戴 #TrulyTrustYourself
1、轉播資訊：MOD愛爾達體育3台 (第一場地，第二場次)
2、比分：https://reurl.cc/52jWnM
3、BWF官網：https://tinyurl.com/2sy6re86
4、BWF Live：https://www.youtube.com/watch?v=J4cBFeAxo7o",38146,397,846,6,7,5,2
