,page,id,text,like,love,care,haha,wow,sad,angry
5470,tos.zh,4921594164597730,🎨神魔版角色全家福🎨今天新增的角色是火遊俠每次更新進度時我們也會在畫布加上一隻版神魔角色一起期待未來眾角匯聚一堂的壯觀畫面吧聖誕限定登入送時間月日六至月日一聖誕節來了只要於活動期間首次登入遊戲召喚師即可獲得指定獎勵神魔版全家福,218,3,2,0,1,0,2
5471,tos.zh,4921842794572867,一人一件收過最好的禮物,516,4,2,0,0,1,5
5472,tos.zh,4921781834578963,來到節禮日了大家喜歡今年收到的禮物嗎聖誕限定登入送時間月日六至月日一聖誕節來了活動期間首次登入遊戲召喚師即可獲得指定獎勵神魔插畫,320,5,2,0,0,0,3
5473,tos.zh,4921538017936678,能力超絕的黑金角色魔權在握巴力瀾漫勾惑夏娃將於月日一下午時至月日日將再度降臨神魔世界神魔,1558,24,2,3,7,1,18
5474,tos.zh,4921773287913151,你戰勝強大的了嗎全新夢魘級的死敵時間月日五至月日二,639,3,2,0,2,2,5
5475,711open,10158301649812190,準時鎖定晚上點直播直播抽紅包揭曉神秘嘉賓將將🌟星座專家唐綺陽老師🌟特別主持郭彥均鎖定明天晚上點直播😍福虎生風🐅第一手虎年最夯禮盒福袋虎全新吃喝玩法一次大公開當晚位朋友看直播就有機會抽紅包不要錯過手機設定鬧鐘鎖定🧧直播賺紅包🧧,66,3,0,0,0,0,0
5476,711open,10158303019002190,只有小七能超越小七啊啊啊啊啊‼️共抽瑪莎拉蒂台年限量三大卡通開運金喜福袋月日正式開賣買越多中獎機會多更多你各位準備好把瑪莎拉蒂帶回家了嗎🚗🚗,285,1,0,0,2,0,0
5477,711open,10158301995437190,月強檔點數優惠🎉線上購物專屬好禮大放送🥳💝逢會員日滿百送限時限量點數換倍購物金💝點最高換折價券手刀搶購😘➡️,69,0,0,0,0,0,0
5478,711open,10158302979192190,⚡-新春福袋款任挑⚡五大亮點帶你看👇⭐超級啪萬瑪莎拉蒂開回家啪里啪哩⭐超級多加碼序號不手軟讓你多序號多中獎機會喔⭐超級萌三大肖像滿足你的療癒生活限定手提福袋的設計且還有全新贈品帶回家好有誠意⭐超級懶三大外送加碼優惠以及三大外送平台同步開賣不出門也能搶福袋⭐超級棒首次與推出米奇福袋值超級高😬,999,2,1,0,4,0,0
5479,supertastesupertaste,5406308762718511,還有下午茶時段好划算每人不到元吃到飽😋😋編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,88,0,0,0,0,0,0
5480,supertastesupertaste,5406432442706143,台北烤過的牛排香氣逼人記得也要留點胃吃麵包喔完整版👉食尚玩家魚肉鄉民陳零九賴晏駒小賴王思佳👀食尚玩家最新集數隔天馬上看👉,65,0,0,0,0,0,0
5481,supertastesupertaste,5406299806052740,絕招教你們🍔🍟花最少成本得到最多醬料的買法編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,83,0,0,0,0,0,0
5482,supertastesupertaste,5406781689337885,那個發財金的紅包好可愛喔🐯🐯❤️編編一整天被虎虎萌翻編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,107,0,0,0,0,0,0
5483,supertastesupertaste,5406738106008910,鱈魚香絲一條接一條真的超唰嘴用這個逼逼卡會一直很想吃起來😆😆😆編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,98,1,0,1,0,0,0
5484,supertastesupertaste,5406541532695234,尖叫聲🐯🐯🐯是胖虎編編恨不得現在衝去打卡拍照了😍編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,689,4,0,8,5,0,0
5485,supertastesupertaste,5406281596054561,口罩從單色系到現在越來越多卡通款❤️編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,285,2,1,0,1,0,0
5486,supertastesupertaste,5406310086051712,除了萌萌老虎杯之外有一款超級逼真拍到編編超生火🔥🐯,109,2,0,1,0,0,0
5487,supertastesupertaste,5406343936048327,依珊伊玲同音即可元喝新品草莓飲🍓,760,4,0,6,3,0,0
5488,supertastesupertaste,5406293669386687,你們是不是也有覺得台灣突然有一波水豚潮😍😍😍呆呆的樣子真的好萌😆編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,52,1,0,0,0,0,0
5489,supertastesupertaste,5406148489401205,接種疫苗將有元禮券不無小補啊🍄最新美食情報😋食尚一定要有👉,131,0,0,1,0,0,0
5490,supertastesupertaste,5405957826086938,不是以往常見的烘焙坊這次年菜也可以訂購啦食尚玩家天夜納豆曾子余📺鎖定周一至周五晚間點歡樂台頻道晚間點食尚玩家🍄最新美食優惠😋,118,2,0,0,0,0,0
5491,supertastesupertaste,5406090622740325,北中南大宮廟開賣啦附贈開運錢母有經過爐祈福儀式唷🍄最新美食情報😋食尚一定要有👉,311,1,0,0,0,0,0
5492,supertastesupertaste,5406026822746705,客家土樓遠東百貨坪吃到飽超過家餐飲👇確定這時開👇,598,2,1,2,6,0,0
5493,supertastesupertaste,5405938432755544,浮誇的海鮮豪華酒店開窗直接眺望知本溪😍😍食尚玩家天夜納豆曾子余📺鎖定今日晚間點歡樂台頻道晚間點食尚玩家🍄最新美食優惠😋,72,1,0,1,0,0,0
5494,supertastesupertaste,5403847599631294,衝台南吃藏壽司打九折啦滿滿的鮭魚好心動喔🍄最新美食情報😋食尚一定要有👉,210,0,0,0,1,0,0
5495,supertastesupertaste,5404108346271886,這家石頭火鍋經典中的經典啊🍲光看文章編編就口水直流啦美食情報不漏接👉打卡美食大集合👉,326,2,0,1,0,0,0
5496,supertastesupertaste,5403880909627963,虎紋貓咪吐司真的超😍快閃市集一次就可吃到大超萌甜點🍰美食情報不漏接👉打卡美食大集合👉,225,3,0,0,0,0,0
5497,supertastesupertaste,5403912962958091,一張圖了解胸痛健康美食情報不漏接👉打卡美食大集合👉,139,0,0,0,1,0,1
5498,supertastesupertaste,5403720509644003,想減肥的朋友做家事啦會越做越瘦耶👉女人我最大食尚一定要有👉,58,0,0,0,0,0,0
5499,supertastesupertaste,5400769973272390,大家買牛奶會習慣看保存日期嗎🤣🤣要記得擺好食尚一定要有👉,1230,4,2,10,12,1,1
5500,supertastesupertaste,5403365369679517,跟著貴婦王思佳吃就對啦🍄最新美食情報😋食尚一定要有👉,108,2,0,1,0,0,0
5501,supertastesupertaste,5403846139631440,這就是心跳加快的感覺💕💕機智校園生活週一至週五晚間八點台晚間十點劇在一起頻道宥勝之旅周曉涵,180,2,1,3,2,0,0
5502,supertastesupertaste,5404306946252026,佛跳牆變披薩了🍕吃得到鮑魚排骨酥👉,84,1,1,0,0,0,0
5503,supertastesupertaste,5403812256301495,朵拉自爆高中時期暴肥😆😆高中的時候編編也是最愛那些雞排珍奶🤣現在都不敢亂吃了機智校園生活週一至週五晚間八點台晚間十點劇在一起頻道廖威廉風田謝雨芝納豆曾子余,90,0,0,0,0,0,0
5504,supertastesupertaste,5403850986297622,麥香清甜的啤酒鴨超強手路菜難怪嘉義人也大推😋👍,94,0,0,0,0,0,0
5505,supertastesupertaste,5403588822990505,哇哇這不是一般的生蠔還加上鮭魚卵海膽生蛋黃食尚玩家魚肉鄉民王思佳賴晏駒小賴陳零九📺鎖定周一至周五晚間點歡樂台頻道晚間點食尚玩家食尚一定要有👉,211,5,1,2,1,0,0
5506,supertastesupertaste,5403892822960105,圓滾滾的虎寶寶杯🦁放在桌上擺著也很療癒🏆年度人氣美食排行,403,4,0,1,0,0,0
5507,supertastesupertaste,5403862529629801,新竹人要嗨翻了🙌🙌🙌首間客家土樓百貨本週試營運✨🏆年度人氣美食排行,5715,14,2,15,52,0,1
5508,supertastesupertaste,5403303743019013,屬虎🐯🐯的鄉親直接拿千元優惠⭐編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,109,0,0,0,1,0,0
5509,supertastesupertaste,5403733582976029,這次的全聯行李箱好霸氣啊🐯🐯很有虎虎生風的感覺😆編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,459,1,0,1,3,0,0
5510,supertastesupertaste,5403503809665673,來看看彩虹瀑布🌈🏃‍♀️🏃編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,97,1,0,0,0,0,0
5511,supertastesupertaste,5403299496352771,喜歡草莓❤️喜歡芋頭💜通通有買一送一🥤編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,95,1,0,0,0,0,0
5512,supertastesupertaste,5403468639669190,這個🍕太酷了真的加了芋頭塊鳥蛋干貝鮑魚排骨酥的佛跳牆披薩🍕編編覺得排骨酥真的好香細細聞真的有佛跳牆的風味耶🤩🤩多少錢💰,357,1,0,8,9,0,0
5513,supertastesupertaste,5403371143012273,屬虎的鄉親直接賺一張國旅券🐯🐯,398,1,0,3,5,0,0
5514,supertastesupertaste,5403308259685228,佛跳牆披薩🍕🍕來了🤩🍄最新美食情報😋食尚一定要有👉,148,0,0,3,1,0,0
5515,supertastesupertaste,5403254329690621,編編絕對不會錯過一年一度財富自由的機會💰💰💰🍄最新美食情報😋食尚一定要有👉,1472,2,2,15,9,0,0
5516,supertastesupertaste,5402875633061824,對身分證車牌啦有任碼台中遊樂區有優惠🍄最新美食情報😋食尚一定要有👉,246,0,0,0,0,0,1
5517,supertastesupertaste,5403105056372215,全部有款福袋編編整個選擇障礙啦米奇角落小夥伴都任君挑選😍太可愛❤️🍄最新美食情報😋食尚一定要有👉,868,8,0,0,3,1,0
5518,supertastesupertaste,5402838593065528,最簡單的饅頭要好吃很不容易用老麵做出來越嚼越香食尚玩家魚肉鄉民屈中恆藝嚮世界賴晏駒小賴祖雄📺鎖定周一至周五晚間點歡樂台頻道晚間點食尚玩家食尚一定要有👉⭐本集內容為外景錄製,382,8,0,0,1,0,1
5519,supertastesupertaste,5403043179711736,好期待唐吉訶德號店準備衝啦🔥,974,6,2,5,7,0,0
5520,supertastesupertaste,5402970033052384,對身分證車牌有任碼👇台中吃住有優惠👇,3969,12,2,22,21,1,2
5521,supertastesupertaste,5400741766608544,好想當貴婦啊這次王思佳帶路了😋😋食尚玩家魚肉鄉民王思佳賴晏駒小賴陳零九📺鎖定今日晚間點歡樂台頻道晚間點食尚玩家🍄最新美食優惠😋,756,5,1,2,3,0,0
5522,supertastesupertaste,5400804533268934,掏出身分證啦台南飯店吃到飽最高有七折🔥🔥食尚一定要有👉,101,0,0,0,2,0,0
5523,supertastesupertaste,5401022303247157,什麼穿拖鞋也會變粗腿😲女人我最大美食情報不漏接👉打卡美食大集合👉,358,1,0,2,11,0,0
5524,supertastesupertaste,5400781096604611,福袋開箱竟然五袋都一樣😂各位拿福袋拿到什麼食尚一定要有👉,422,2,1,423,20,3,2
5525,supertastesupertaste,5400801039935950,無印休閒鞋榮獲年必敗商品啊🍄最新美食情報😋食尚一定要有👉,119,2,0,0,0,0,0
5526,supertastesupertaste,5400985179917536,有機會邁向百萬年終了嗎😂美食情報不漏接👉打卡美食大集合👉,172,0,0,0,1,0,0
5527,supertastesupertaste,5400817713267616,吃地瓜熱量等於一碗白飯吃地瓜要注意攝取量喔健康食尚一定要有👉,252,0,0,0,1,0,0
5528,supertastesupertaste,5401012869914767,早餐奶茶被點名了健康美食情報不漏接👉打卡美食大集合👉,343,0,0,5,3,0,0
5529,supertastesupertaste,5400760936606627,曾子余平日是省吃儉用的人啊👉女人我最大食尚一定要有👉,4176,7,4,2,5,0,0
5530,supertastesupertaste,5400792833270104,看網友如何把跨年煙火拍成恐怖攻擊太猛啦🤣🤣🤣煙火煙火跨年📸圖片來源爆廢公社公開版食尚一定要有👉,1496,2,2,1679,75,0,0
5531,supertastesupertaste,5400988649917189,對親子族真的很方便😁美食情報不漏接👉打卡美食大集合👉,85,0,0,0,2,0,0
5532,supertastesupertaste,5400837886598932,當地震發生時一張圖告訴你該做什麼事今日大地震快嚇死了👉慎防餘震健康食尚一定要有👉,163,1,0,0,1,0,0
5533,supertastesupertaste,5401005629915491,房內就能爽泡美人湯♨️溫泉水療池兒童戲水池大人小孩都開心💞加小菲愛碎碎唸美食情報不漏接👉打卡美食大集合👉,119,2,0,0,0,0,0
5534,supertastesupertaste,5400458839970170,傳說中的國宴年菜👉左宗棠雞完全是功夫菜啊🥢媽媽過年不要太辛苦除夕圍爐待客禮絕對有面子🥰,154,0,1,0,1,0,0
5535,supertastesupertaste,5400977863251601,外送族必搶優惠碼來了🍕🍔🍟🥤美食情報不漏接👉打卡美食大集合👉,189,2,0,0,1,0,0
5536,supertastesupertaste,5400381786644542,第一波許願🌠編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,275,2,0,0,1,0,0
5537,supertastesupertaste,5400764873272900,旋轉台上依舊是壽司🍣但多了蒜香奶油蛤蜊豪華海鮮塔干貝海膽義大利麵炸牛排佐無花果醬法式羊排等可以單點還有款調酒喔🍸而且裝潢也變得超級餐酒館地址👉編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,134,1,1,0,3,0,0
5538,supertastesupertaste,5400596076623113,這這這難道會把🍕放進甕裡嗎太驚人了🤩🤩先期待一波編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,205,0,0,42,9,0,0
5539,supertastesupertaste,5400578709958183,虎年到了🐯🐯不來個胖虎爆米花桶編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,1847,22,1,13,6,0,1
5540,supertastesupertaste,5400115246671196,下午茶吃一波麥克鷄塊冰炫風勁辣香鷄翅都有買一送一✌️✌️✌️編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,248,2,0,0,0,0,0
5541,supertastesupertaste,5400066293342758,嗶卡的時候機翼會亮燈🛫🛫超可愛編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,228,1,0,0,2,0,0
5542,supertastesupertaste,5400309699985084,⭐年許願啦⭐首場流星雨時間如下👇,52,0,0,0,1,0,0
5543,supertastesupertaste,5399817583367629,高雄的掌上明珠首選蜜風鈴蓮霧禮盒樹梢上閃耀的紅寶石六龜山區有著極大的日夜溫差及充沛雨量配合著天然沃土以及農民的細心呵護栽培出嬌豔欲滴吹彈可破的蜜風鈴蓮霧六龜產地直送台斤裝公斤頭等驚喜價元盒含運上網搜尋高雄首選電商平台產地直送最新鮮顆顆嚴選最珍貴脆甜多汁好滋味年節送禮最首選,119,1,0,0,0,0,0
5544,supertastesupertaste,5400241656658555,台北熊好券第波開獎收到了嗎👇,125,0,1,0,2,1,0
5545,supertastesupertaste,5399918100024244,該幫🎉１月壽星🎉慶生啦😆編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,116,1,0,0,1,0,0
5546,supertastesupertaste,5400110426671678,大家要好好把握今天的陽光🌞🌞編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,610,1,0,0,12,1,0
5547,supertastesupertaste,5400095226673198,坪🔥台版好市多🔥百款零食日用品批發價超划算👇就是這間👇,562,1,0,1,2,0,0
5548,supertastesupertaste,5399922413357146,好市多補貨啦小飛象維尼絨毛毯軟軟的好舒服🍄最新美食情報😋食尚一定要有👉,288,4,0,0,0,0,0
5549,supertastesupertaste,5399866436696077,天氣冷很需要來一鍋暖胃啊丁吃貨日常🍄最新美食情報😋食尚玩家👉,126,0,0,0,0,0,0
5550,supertastesupertaste,5399802786702442,編編要來兩杯珍奶🧋🧋😆編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,312,2,0,1,0,0,0
5551,supertastesupertaste,5387709701245084,苗栗的橘子園又來啦微笑娃生活旅行食尚一定要有👉,135,2,0,0,0,0,0
5552,supertastesupertaste,5399668603382527,來泡湯吃稻草牛排還有網美最愛絕美藏書閣可以拍💗貓大爺部落格美食情報不漏接👉打卡美食大集合👉,91,0,0,0,1,0,0
5553,supertastesupertaste,5399652200050834,新的一年好運跟著來女人我最大美食情報不漏接👉打卡美食大集合👉,333,3,0,1,1,0,0
5554,supertastesupertaste,5387707534578634,超商咖啡買起來是有訣竅要先做個功課🤣🤣🍄最新美食情報😋食尚一定要有👉,366,0,0,0,4,0,0
5555,supertastesupertaste,5381002965249091,瘦身必收藏營養師保證會瘦種限時斷食法連續假期吃太多試試看這方式瘦下來🔥🔥建議最好晚上時吃完最後一口食物健康,544,1,0,0,3,0,0
5556,supertastesupertaste,5381050645244323,絕對是這個泡澡桶太小啦不要逼迫可愛的水豚君擠看看怎麼吃喝玩樂👉🏻,2098,87,3,871,7,1,0
5557,supertastesupertaste,5387694107913310,老字號的美食吃的都是滿滿回憶菲常好攝🍄最新美食情報😋食尚一定要有👉,437,6,0,1,1,0,0
5558,supertastesupertaste,5387758524573535,網友大推耶家樂福熟食竟然比好市多好吃🍄最新美食情報😋食尚一定要有👉,139,0,0,0,0,0,0
5559,supertastesupertaste,5384402618242459,黏黏的芋泥醬真材實料的芋圓芋圓愛好者必吃這畫面毫無招架之力啊本集店家日日芋圓🈺地址新北市新莊區四維路巷號保雲芋圓🈺地址新北市瑞芳區瑞芳街號,258,4,0,1,1,0,0
5560,supertastesupertaste,5386915254657862,這裡吃的到福岡來的草莓🥰🥰艾薇覓食趣🍄最新美食情報😋食尚一定要有👉,86,1,0,0,0,0,0
5561,supertastesupertaste,5384301828252538,汽車修配廠變成居酒屋整晚都很熱鬧啊棉花糖的天空怎麼吃喝玩樂👉🏻🍄最新美食情報😋,130,0,0,0,1,0,0
5562,supertastesupertaste,5387540907928630,©️æ¨åçå¤§é»ç½ä¾æå¤§å®️,98,1,1,0,0,0,0
5563,supertastesupertaste,5386905991325455,過新年來換枕頭啦新的一年高枕無憂🍄最新美食情報😋食尚👉,180,1,0,0,0,0,0
5564,supertastesupertaste,5386920274657360,冬季限定草莓生乳包滿滿鮮奶油超滿足棉花糖的天空🍄最新美食情報😋食尚一定要有👉,158,1,0,0,0,0,0
5565,supertastesupertaste,5387721151243939,完全看不出來是麵包一整盒超可愛吃起來有年糕的口感👉食尚一定要有👉,96,0,0,0,1,0,0
5566,supertastesupertaste,5384312504918137,藝人開店啦新竹美食怎麼吃喝玩樂👉🏻🍄最新美食情報😋,145,1,0,0,0,0,0
5567,supertastesupertaste,5384307974918590,這芋泥弄得像玫瑰花一樣太美了艾方妮的遊樂場怎麼吃喝玩樂👉🏻🍄最新美食情報😋,166,1,0,0,0,0,0
5568,supertastesupertaste,5386911184658269,泡在無邊際泳池欣賞西子灣日落🥰🥰🥰🍄最新美食情報😋食尚一定要有👉,148,1,0,0,0,0,0
5569,supertastesupertaste,5384288978253823,千億貴婦的減肥菜單曝光🔥🔥🔥完全看不出來生胎啦👉女人我最大怎麼吃喝玩樂👉🏻🍄最新美食情報😋,1054,5,2,3,3,0,0
5570,supertastesupertaste,5386912797991441,純白色系好像攝影棚艾琳兒的生活日常🍄最新美食情報😋食尚一定要有👉,121,1,0,0,0,0,0
5571,supertastesupertaste,5380979381918116,這種人注意胃食道逆流便秘更要吃白飯健康🍄最新美食情報😋食尚一定要有👉,1814,2,0,0,14,0,1
5572,supertastesupertaste,5387425131273541,雞佛愛好者的天堂🥰🥰味噌雞佛湯雞佛涼拌豆腐雞佛軍艦雞佛串烤跟著踢小米吃喝玩樂趣編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,215,3,0,1,1,2,0
5573,supertastesupertaste,5377294932286561,不只高樓夜景美用餐環境也好美🤩🤩編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,268,2,0,0,0,0,0
5574,supertastesupertaste,5387360311280023,大湖草莓屏東蓮霧🍓🍓來這裡吃到飽👉編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,303,2,1,1,0,0,0
5575,supertastesupertaste,5377294222286632,你們最愛的烤鴨❤️❤️❤️編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,328,0,0,1,1,0,0
5576,supertastesupertaste,5384700911545963,銅板價鴨肉料理😍😍阿世界趴趴走編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,96,0,0,0,1,0,0
5577,supertastesupertaste,5387777634571624,免門票來玩而且還有打卡禮喔🤩🤩地點在這裡👉編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,152,2,1,0,2,0,0
5578,supertastesupertaste,5380718055277582,編編也很喜歡這種包裝💯的禮盒編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,89,1,0,0,0,0,0
5579,supertastesupertaste,5390937160922338,每年總是為伴手禮傷腦筋今年有這篇免煩惱🎁鴨子的歡樂城堡質感人妻依娃美食情報不漏接👉打卡美食大集合👉,336,2,0,0,0,0,0
5580,supertastesupertaste,5387619014587486,好多好多阿瑪在這裡🤩🤩展覽地點在這裡👉編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,135,2,0,0,2,0,0
5581,supertastesupertaste,5387376031278451,隻蝦蝦🦐🦐超滿足桌邊炒香後還有超狂的火焰秀🔥虎麗笑嗨嗨編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,148,1,0,0,0,0,0
5582,supertastesupertaste,5383957791620275,全台第一家小卷米粉你吃過了嗎🤤🤤沙拉公主吃喝玩樂看世界編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,171,1,0,0,0,0,0
5583,supertastesupertaste,5377281908954530,草莓真的無敵大顆🍓🍓🍓台南美食地圖編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,434,3,0,0,0,0,0
5584,supertastesupertaste,5387026751313379,又一家可可愛愛的主題店❤️❤️地點在這裡👉編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,125,1,0,0,2,0,0
5585,supertastesupertaste,5380720931943961,小男生一定會超愛這裡體驗當帥氣特務🔫編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,88,1,0,0,1,0,0
5586,supertastesupertaste,5387075277975193,這麼多種瘦身法你用過哪一種🤔找到可以持之以恆的方法最重要🏋️‍♀️🏋️‍♀️編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,644,4,1,0,4,0,0
5587,supertastesupertaste,338673144745639,德國告別燦爛新年煙火照耀柏林布蘭登堡門新聞帶您一起來了解新聞直播,149,7,0,0,0,1,0
5588,supertastesupertaste,469379627865237,迎接年第一道曙光就在台東三仙台帶你直擊新聞直播,934,17,3,0,1,0,1
5589,supertastesupertaste,5377983225551065,魷魚羹碗粿油飯燒麻糬想吃這些古早味🥰🥰編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,327,1,0,1,0,0,0
5590,supertastesupertaste,448664996975416,希臘迎接雅典衛城帕台農神殿釋放煙火新聞帶您一起來了解新聞直播,168,13,3,1,0,0,0
5591,supertastesupertaste,5387089947973726,每次穿白衣真的都不敢吃湯湯水水的東西🥲🥲🥲編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,148,1,0,0,1,0,0
5592,supertastesupertaste,5386958051320249,發問🙋‍♂️🙋家樂福的熟食你們推什麼編編關心您⚠️全民防疫口罩戴好並保持社交距離⚠️❣️食尚一定要有📲🍄最新美食優惠😋,318,2,1,0,0,0,0
5593,FanFan.official,451484996342565,謝謝提早收到聖誕禮物🎄🎁一起變健康🥰🥰徐若瑄♥️♥️♥️,15464,174,58,31,13,4,45
5594,FanFan.official,450448549779543,👍🏻👍🏻👍🏻簡直美翻了👍🏻👍🏻👍🏻,1249,12,9,2,0,0,8
5595,FanFan.official,442074300616968,感恩節詞曲非非從帆布鞋到高跟鞋這個那個機場無數人擦肩真的要走得夠遠才能體會地球是一個圓從圖書館紙張的氣味到辦公室裡香水跟咖啡青春走到成年好像很遠卻又不太遠無論有沒有選擇冒險哪一種人生都不進則退只是一個人的任性總要很多人的愛才能夠成全每次當我唱起這首歌這一天就是我的感恩節即使願望不能實現我的付出就算錯也錯得很美每次當你聽見這首歌那就是我在跟你說謝謝所有你給予的一切是我償還不起的最幸福的虧欠手機裡用誰當作桌面結婚喜帖裡祝福了誰誰能陪到終點多少偶然和必然在穿針引線想要忠於自己的感覺走的路就會多些迂迴勇氣不是來自誰的慈悲而是因為有了你的了解每次當我唱起這首歌這一天就是我的感恩節即使願望不能實現我的付出就算錯也錯得很美每次當你聽見這首歌那就是我在跟你說謝謝所有你給予的一切是我償還不起的最幸福的虧欠當我唱起這首歌這一天就是我的感恩節慶幸自己有過機會見證考驗一點點變成喜悅每次當你聽見這首歌那就是我在跟你說謝謝昨天今天直到永遠最好的畫面停在想念你的瞬間,2686,71,19,4,1,1,18
5596,FanFan.official,441949647296100,黑人十年前的現在寫的文章當時他對還是充滿了樂觀與期待沒想到上帝給他安排了更難走的路而他居然真的一步一步走過來了還好有你們的支持和神的帶領讓我們一起樂觀熱情的繼續愛籃球🏀感恩節快樂感謝有你妳～♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,2455,34,28,4,1,1,10
5597,FanFan.official,438702944287437,官辦熱身賽台大體育館今天明天🏀🏀🏀🏀,580,8,12,2,1,0,11
5598,FanFan.official,429716171852781,和平是新的奢侈品同意嗎,1302,26,18,3,0,1,11
5599,FanFan.official,417608616396870,美麗的新單曲💜數星星的你🌟🌟🌟🌟🌟音樂平台連結徐若瑄💜,4638,152,22,7,3,0,17
5600,FanFan.official,417599386397793,美麗的新單曲💜數星星的你🌟🌟🌟🌟🌟音樂平台連結徐若瑄💜,677,8,11,0,1,0,7
5601,FanFan.official,413733610117704,大家來試試看準嗎♥️,846,14,13,3,2,0,10
5602,FanFan.official,398724244951974,中秋佳節平安喜樂,2825,77,16,12,3,0,11
5603,FanFan.official,396493418508390,飛飛說要當聖誕老公公🎅,2521,37,13,373,4,3,10
5604,FanFan.official,382700473221018,在喧鬧中安安靜靜的愛你,3786,53,22,3,5,0,12
5605,FanFan.official,366147254876340,完美落地,5784,49,15,72,3,3,118
5606,FanFan.official,365210978303301,怎麼辦😅😅😅,1963,17,16,513,4,2,46
5607,FanFan.official,362668218557577,再來一次🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇,5678,63,9,62,1,1,31
5608,FanFan.official,362664835224582,太感動了😭😭😭,15234,121,22,21,5,0,12
5609,FanFan.official,362657315225334,😭😭😭😭😭😭太感動了,10227,91,19,34,6,4,16
5610,FanFan.official,361350492022683,看奧運的各項比賽提升自己的戰力和體力💪🏻💪🏻💪🏻👍🏻👍🏻👍🏻💦💦💦流汗過癮,1614,11,7,2,0,0,1
