,page,id,text,like,love,care,haha,wow,sad,angry
3946,MaYingjeou,3660863373975768,"今天，山海美景伴我運動🏊🚴🏃🏻

#2020臺東之美
#鐵人三項
#馬英九
#mayingjeou",40823,298,185,26,26,1,19
3947,MaYingjeou,3640464966015609,"今年1月，美國「時代雜誌」刊出蔡英文總統專訪，她說：「臺灣的言論自由應該是亞洲數一數二的，這是亞洲最自由的地方之一，對媒體來講是一個最好的環境」。此話言猶在耳，卻傳出中天新聞台因言論得罪當道，可能被撤照。

蔡總統不久前也才抨擊，中共大幅壓縮香港言論自由，要臺灣「撐香港」。撤銷電視新聞台執照在民主國家是極為嚴重的事，難道蔡政府對言論自由的箝制，要超越戒嚴時代？超越香港？如果中天真的被撤照，臺灣的言論自由又由誰來撐？

2008年3月我當選總統，美國總統小布希賀電讚美「臺灣是亞洲與世界民主的燈塔」，臺灣民眾深以為傲。但民進黨執政四年來，臺灣與自由、民主卻漸行漸遠。黨產會、促轉會、中選會、陸委會等機關一一「東廠化」，《反滲透法》更成為製造綠色恐怖的惡法。

蔡總統曾說，「臺灣言論自由的邊界正被侵蝕」，我要提醒，政府若真的將中天新聞台撤照，所被侵蝕的不只言論自由的邊界，而是言論自由的核心，也是民主的核心。蔡總統，您才剛剛高票連任，切莫重創臺灣民主，趕快懸崖勒馬。

美國國務院每年發布各國人權報告，言論與新聞自由是重點；總部設於華盛頓的「自由之家」（Freedom House），每年也發布自由度評比。我呼籲這兩個關心臺灣言論自由的單位，以及所有關心臺灣民主制度的國際友人，與臺灣民眾一起關切中天新聞台換照案，不要讓關閉新聞台、打壓言論自由這種極權國家才會做的醜事，在臺灣發生。",26482,121,138,451,94,88,352
3948,MaYingjeou,3612911955437577,"美國哈佛大學法學院前副院長、東亞法律研究中心主任，現任紐約大學法學院教授孔傑榮，今年九十大壽。孔教授的全球門生故舊為他祝壽，特以「美亞法律合作六十年」為題，於6日舉辦線上研討會，我也應邀報告。除了分享美國對臺灣民主轉型的影響，我在會中並表達我對美國主張《聯合國海洋法公約》中的「無害通過權」，以及美國支持菲律賓「南海仲裁案」仲裁判斷的看法，與孔教授及世界各地的法學專家們，一起度過了一個愉快的夜晚（紐約早晨）。

1978年，我在哈佛大學法學院攻讀國際法博士時，孔傑榮教授是我的論文指導教授之一。孔教授博學風趣，口才一流，他出身耶魯法學院，卻在哈佛法學院做到副院長，並兼東亞法律研究中心主任。每年哈佛法學院研究所新生訓練，他一定會講一個爆笑的故事，來描述哈佛學生的課業競爭有多麼激烈：『兩個遊客來到黃石公園露營，公園工作人員提醒他們有大黑熊出沒，這兩人晚上紮營完畢正要就寢，就聽到黑熊的吼聲，他們往外一看，300英尺外正有一頭黑熊向他們奔跑過來，其中一位遊客立刻穿上跑鞋準備外出逃難，另外一位遊客說，「別傻了！你以為你跑得比黑熊快嗎？」穿鞋的遊客說，「我不必跑得比黑熊快，我只要跑得比你快就夠了！」』

求學時孔教授指導我做學問，從政後他經常給我建議與策勵；內子美青在哈佛曾擔任孔教授的研究助理；我的兩個女兒因為學藝術史，孔教授夫人Joan又是美國當代中國藝術研究的先鋒，也常給予指導。我們一家兩代與孔教授都有交情，對我而言，孔教授亦師亦友。古人說「經師易遇，人師難逢」，很幸運的，我能遇上行為世範的人師。

孔教授壽登耄耋，仍身體健朗，思慮清晰，時而振聾發聵，針砭時弊。2006年與2017年我兩次訪美演說，都曾與孔教授都同臺對談，我們談的是美中臺局勢，我們談的也是40年的師生情誼。這份情我永遠珍惜，更盼年年繼續與孔教授談笑論學。

#孔傑榮
#JeromeCohen
#馬英九
#mayingjeou",19301,235,92,12,13,1,16
3949,MaYingjeou,3621829064545866,"今天早上我到國民黨中央黨部升旗，與江啟臣主席及所有熱愛中華民國的朋友們一起慶祝雙十國慶，祝福中華民國國運昌隆！臺灣安全！兩岸和平！🇹🇼🇹🇼🇹🇼

#中華民國建國109年
#中華民國萬歲
#臺灣加油
#國民黨加油
#馬英九
#mayingjeou",75176,1024,375,79,14,6,54
3950,MaYingjeou,3613362752059164,"皇冠文化集團姐弟平瑩、平珩、平雲的母親，知名水墨藝術家林婉珍女士九十大壽，在子女精心規劃下舉辦九十回顧展，展出逾百幅歷年代表作與新畫，完整呈現林女士超過半世紀的創作歷程與成果，參觀後令我相當感佩！

林女士融會傳統及嶺南各家精髓，不僅畫風獨特，更在筆墨之中傳達出深厚的人文素養。以本次第59幅展品為例，主題為壽菊，題詞為「東籬菊蕊吐幽香」，林女士優雅的題詞與娟秀的書法，帶領觀者超越時空，彷彿進入1600年前東晉詩人陶淵明那首「採菊東籬下，悠然見南山」的情境中。第75幅「柳堂鷺鷥」，題詞是「閒立春塘煙淡淡，靜眠柳下雨颼颼」，出自唐朝詩人鄭谷的詩作「鷺鷥」，但將原句「靜眠寒葦雨颼颼」換成了「靜眠柳下雨颼颼」，寒冷的北方換成了溫暖的寶島臺灣，以配合畫中的楊柳樹與春天的池塘，「寒葦」改成「柳下」改得真好！可說是天衣無縫，貼切無比」。1100年前的鄭谷如果地下有知，一定會給林女士大大按一個讚！

林女士的題詞與書法，跟畫作一樣，都大有可觀之處，其作品可說是「詩書畫三位一體，天地人融會貫通」。雙十連假，大家不妨也去欣賞林女士的畫展，透過她才德兼具的文人風範，感受藝術帶來的無限美好。

#林婉珍九十回顧展
#中正紀念堂3展廳
#水墨畫
#雙十連假
#馬英九
#mayingjeou",18440,179,52,8,4,0,10
3951,MaYingjeou,3613178068744299,"今年是臺北市設市100週年，1920年，日本總督府推行地方制度改正，在臺北州下設市，是臺北正式設市之始。今年也是臺北建城136週年，早在晚清時期，就有沈葆禎、劉銘傳等人的努力，為臺北的發展打下根基。

1874年「牡丹社事件」事件後，欽差大臣沈葆楨來臺巡查，眼見臺灣經濟重心北移，茶葉、樟腦外銷興旺，因此奏請清廷設置「臺北府」鞏固防務，並設「臺北府城」，將臺北最繁華的艋舺及大稻埕都納入。臺北府城在1884年11月完工，距今136年，是臺灣史上唯一的方形石城，也是臺北現代化的過程中，很重要的指標。若沒有沈葆楨的戰略眼光，臺灣的府城還留在臺南，不會在臺北。他在臺不到一年，卻決定了臺北的百年大計。

1884年中法戰爭爆發，福建巡撫劉銘傳來臺督辦軍務，在「滬尾（淡水）大捷」打退了入侵的法軍之後，清廷於1885年決定臺灣建省，劉銘傳也在1887年成為首任臺灣巡撫，全力推動他親訂的「臺灣近代產業開發計畫」。劉銘傳在臺灣修建了當時中國第二條鐵路，鋪設了第一條海底電纜（淡水到福州），並在臺北西門町點起了臺灣第一盞電燈。他創設電報局、郵局、煤油局、招商局、軍械局、新式學堂、西醫院與推動賦稅改革。在他大刀闊斧建設下，臺北府城也成為全臺政治、經濟與文化中心。美國駐華公使田貝（Charles Denby）1888年訪臺後，在報告中稱道臺灣是中國最進步的一省。1895年乙未戰爭日軍攻臺，隨軍記者也是作家的松原岩五郎，在其記錄中描述，臺北城的繁榮富庶，與日本相較有過之而無不及。更值得我們欽佩的，就是劉銘傳興建鐵路時，因財政困難，乃向英國與德國的洋行借款，鐵路完工後由洋行營運收益，償還借款後鐵路再交還臺灣經營，可說比現代「BOT」整整提早了100年。

臺北建城136年、設市100年，無論是沈葆禎催生臺北府城，劉銘傳擊退法軍、領航臺北建設，或是日據時期設市，光復後地方自治、市長民選、改制升格，都是臺北城市發展史的一部份。各個時期先人的努力，造就了今日的臺北；來自四面八方的移民，都變成了臺北人；各黨各派的政治人物，都有機會選上臺北市長。1951年臺北市第一任民選市長吳三連，既不是臺北人，也不是國民黨員。包容，讓臺北這個城市偉大；包容，也才能團結這塊土地上的人們，讓臺灣強大。",18687,159,73,7,19,1,14
3952,MaYingjeou,3590965444298895,"月圓人團圓🌕🌕🌕
吃完烤肉🍖🦐🥩
別忘運動🏃‍♂️🏄⛹️‍♀️
祝大家佳節愉快！

#中秋節
#長輩圖
#認同請分享
#馬英九
#mayingjeou",39698,468,64,225,8,1,22
3953,MaYingjeou,3584364804958959,"今天是至聖先師孔子誕辰，也是教師節，祝福各位老師教師節快樂！

因為有您們在教育崗位上的持續努力，臺灣才能有今天的成就；也因為有您們的春風化雨、作育英才，臺灣才能有未來的成就。

教育是國力的根本，謝謝老師們的辛勤無私奉獻，大家辛苦了！",20955,278,81,8,6,0,11
3954,MaYingjeou,3581283885267051,"第八次泳渡日月潭，2小時03分完賽！
🏊‍♀️🏊‍♀️🏊‍♀️🏊‍♀️🏊‍♀️🏊‍♀️

#萬人泳渡日月潭
#大九愛運動
#馬英九
#mayingjeou",69702,570,167,55,300,4,27
3955,MaYingjeou,3571757582886348,"因為國慶預演，今天早上臺北上空戰機聲轟轟作響，不少民眾睡夢中驚醒，以為戰事發生。近日中共軍機頻頻擾臺，甚至越過海峽中線，讓人惶惶不安。我要呼籲大陸當局，武力恫嚇只會傷害臺灣人民的感情，應該立刻停止。兩岸都應拿出維繫和平的誠意，避免擦槍走火。

海峽中線是《1954年中美共同防禦條約》簽訂後，美軍協防臺灣時所提出。過去兩岸都不承認這條中線，我空軍的巡航界線可遠至福建沿海離岸15海里。直到1999年7月李登輝總統提出「兩國論」，中共反應激烈，共機大舉逼近中線，臺海危機再起。美方為降低緊張情勢而介入，我方因此將巡航範圍限縮到中線以東。20年來雙方實際上均以中線為界，直到今年共機開始頻頻越界飛行。

海峽中線是一條無形的線，即使中共從未承認，但在兩岸關係良好時，也確實曾經尊重此一界線。2015年1月12日，大陸公布新劃設的M503民用航路，因為太靠近海峽中線，引起我方關切，在雙方密集溝通後，大陸修正M503航路，西移6海里，並暫緩北向航路與三條連接線的啟用，就是基於尊重海峽中線的存在及我方感受，展現彼此的互信與善意。

如今，兩岸關係因為捲入美陸之爭而緊張對立，令人高度憂心，我呼籲兩岸都要拿出智慧與誠意，減少刺激對方之舉，既然雙方都不希望戰爭發生，就必須高度自制，以避免擦槍走火；尤其中共應尊重海峽中線的存在，停止以武力挑釁，以免傷害臺灣人民的感情，因為雙方過去確實有尊重中線的互信，這是維繫兩岸和平的最基本要求。

中共官媒說，海峽中線只是一條「心理線」，大陸方面從未承認過。我要提醒，中共若恣意踐踏這條「心理線」，只會讓兩岸人民的心理距離越來越遠。

（圖／國防部）",28835,224,98,309,85,41,113
3956,MaYingjeou,3559197100809063,"梅花湖三鐵再度達成！
🏊🚴‍♀️🏃🏻
#梅花湖三鐵
#大九愛運動
#大家多運動
#我的自行車小黑
#馬英九
#mayingjeou",42379,323,180,33,66,4,53
3957,MaYingjeou,3536894999705940,"我到臺東富山國際教育實驗小學，參加小朋友的淨灘活動，以行動守護美麗的後山海洋。我並參觀學校的VR與樂高拍電影課程，看到孩子們的無限創意，也看到臺灣未來的希望。

#富山國際教育實驗小學
#臺東
#淨灘
#守護海洋
#馬英九
#mayingjeou",31794,365,132,11,17,1,28
3958,MaYingjeou,3510754788986628,"為推廣臺灣美食，繁榮地方，我任內比照「臺北牛肉麵節」的成功模式，2009年起在屏東萬巒鄉舉辦豬腳節，如今已成為帶動地方遊憩觀光的特色農產文化活動。

吃美味﹑吃健康、吃安心，大家一起支持國產豬肉🐷🐷🐷，拒絕食安風險！🙅‍♂️🙅‍♂️🙅‍♂️

#大九好食光
#美食
#臺灣豬
#萬巒豬腳
#馬英九
#mayingjeou",34691,303,154,36,18,3,42
3959,MaYingjeou,3507271322668308,"訂交四九載，莫逆於我心－悼吾友曉波

今天我與各界好友一起追思王曉波教授。曉波兄人格高尚，學問淵博，思想進步，是一位堅定的民族主義者，他的離去讓我們感到萬分不捨。我跟曉波兄相交49年，彼此相知相惜，他年紀比我大、學問比我好，對我來說亦師亦友。

1972年，我在大學四年級時認識了曉波兄，他比我大七歲，已完成研究所學業，在臺大哲學系擔任講師。曉波兄與王杏慶兄在興隆路租了間小公寓，離我家很近，包括陳陽德、李慶平、邱立本等人，大家常在那聚會。公寓的客廳裡沒有家具，常常是報紙一鋪，擺上花生米、豆乾、高梁酒，眾人大口喝酒、縱論時事，暢意自得、好不快活，有時聊得盡興到深夜才走路回家。

我認識曉波兄之前，即對他的思想與理念十分佩服。1970年9月，美國決定將屬於臺灣的釣魚臺列嶼連同琉球一併「歸還」日本，引發釣魚臺主權爭議，在各界尚未發起保釣運動時，還在念研究所的曉波兄即與同學著手整理相關資料，撰寫保釣文章，文中引述民國八年《五四宣言》的口號─「中國的土地，可以征服，而不可以斷送；中國的人民，可以殺戮，而不可以低頭」，義正詞嚴、鏗鏘有力。經一番波折，該篇文章定名為「保衛釣魚臺」，當年11月發表於胡秋原先生所主辦的《中華雜誌》上，那是當時第一篇號召保釣的文章，引發極大的迴響，可說是我一生保釣的「啟蒙」，我也由此開始認識曉波兄這個人。

1971年4月，臺大「代聯會」發表保釣六點聲明，曉波兄在《大學論壇》所舉辦的保釣座談會中，建議成立「臺大保衛釣魚臺委員會」，從此學生保釣運動一發不可收拾。6月17日，美日簽約「歸還」琉球，保釣委員會決議當天發起遊行示威，上千名學生從臺大出發，先到北門附近的美國大使館遞交抗議書，再一路遊行到日本大使館。在戒嚴時期，那是件驚動社會的大事，對外交部與日本的交涉，有不小影響。原先日方要在島上建氣象臺的計畫，便因此作罷；美國也調整立場，聲稱送交日本的只是釣魚台的行政管轄權，而非主權。從發表「保衛釣魚臺」文章，到建議成立「臺大保衛釣魚臺委員會」，曉波兄成了國內保釣運動的「點火人」。

1972年9月，日本政府決定與中共建交，特派自民黨副總裁椎名悅三郎為特使來臺說明。抗戰勝利後國府對日本「以德報怨」，放棄賠償，結果日本背棄中華民國，民眾極為憤慨，認為日本忘恩負義，又選擇918記念日前一天來臺，更是火上加油。9月17日，我與曉波兄一起先製作中英文海報標語後到松山機場抗議，對著從停機坪開出來的禮車丟雞蛋。那是我一生第一次丟雞蛋。《英文中國日報》（China News）曾刊出我們去抗議所用英文海報「Flirtations do no good」的照片。在譴責日本與美國的激情中，我與曉波兄成為有深厚革命情感的「戰友」。

除了保釣之外，曉波兄對我另一個重要影響，就是對臺灣史的關心。1972年12月，曉波兄參加《大學論壇》舉辦的「民族主義座談會」，他堅持民族主義、批判了帝國主義和殖民主義，引來反對者的圍剿。曉波不相信受日本殖民統治50年的臺灣人，會反對民族主義而擁護殖民主義，他只相信「哪裡有壓迫，哪裡就有反抗」，認為臺灣人民絕不是天生的帝國主義殖民統治順民，因此開始深入研究臺灣史。對抗日先賢蔣渭水的研究，尤為其中最大成就。曉波兄在有限的資源下，全力蒐集各種蔣渭水的文獻資料，並且遍訪臺灣抗日耆老，他還原了臺灣抗日一代的臺灣史，更克服萬難出版《蔣渭水全集》，讓蔣渭水的思想，在這一塊他為之犧牲奮鬥的土地上復活，再見天日。因為曉波兄，我更瞭解日據時期的臺灣近代史，更認識了被譽為「臺灣孫中山」的蔣渭水。曉波兄，你真是我的良師益友！

認識這麼多年，曉波兄請我幫忙兩件事，都是為了人道、幫別人的忙，讓我印象深刻，感念在心，也更見證曉他的高風亮節。

1987年，我擔任總統府第一局副局長，曉波兄告訴我，二二八與白色恐怖的雙重受難者陳明忠先生在綠島監獄中病情不輕，請我幫忙申請保外就醫。那是明忠先生第二次入獄，判刑15年，已服刑11年之久。當時我就向國防部宋長志部長建議准許他保外就醫，國防部慎重考慮後，決定讓明忠先生假釋。因為曉波兄的關係，我結識了明忠先生，也成為忘年之交。我敬重明忠先生的理念與為人，也謝謝曉波兄的人道關懷之心，讓我能結交一位時代的勇者、無悔的鬥士。

還有一件事，跟曉波兄同為「臺大哲學系事件」受害者的陳鼓應教授，因為參與黨外活動，又受聘北京大學教授，而被列為黑名單無法返臺，陳教授的夫人湯鳳娥女士也受牽連不得入境。湯女士急於回國照顧母親被拒，她找曉波兄幫忙，曉波又找上我；很高興我能幫上忙，最後讓湯女士獲准返臺探親。

曉波兄是傳統中國知識份子的典範，他的信念堅定，心胸寬闊，面對質疑與挑戰，他能夠滔滔雄辯，提出有力史料佐證。他曾遭遇「臺大哲學系事件」的人生巨大磨難，一度灰心喪志，卻能從近代中國的民族苦難歷史中自我惕勵，堅強奮鬥意志，重新站起。在政治高壓的時期，做到「官逼民不反」，繼續「我行我素」。他視保釣運動為中華民族主義的前衛戰，因保釣言論捲入哲學系事件而從此改變人生，問他後不後悔？他說「無怨無尤」，誓言「終生願為真理的僕人」。

曉波兄一向主張中國統一，但並不以「統派」自居，他關懷的是整個中華民族的命運；他將反對臺獨視為是知識份子的責任。他說，自己受臺灣人民供養研究臺灣問題，有責任把研究的結果告訴民眾，再讓全體人民做出抉擇。曉波兄熱愛中國，也熱愛臺灣，對他來說並不矛盾，我們也不該覺得矛盾。曉波兄說，「我雖非生於臺灣，但卻長於臺灣，對我而言，全世界沒有地方比臺灣是我更熟悉和親切的土地」。如今，他在這塊親切的土地上故去，我們是如此不捨。

雖然曉波兄走了，他的思想將化為永恆，能夠論斷他的，只有歷史。他在《統獨論戰三十年》自序中的一段話，或許是最適合的註腳－「知我者臺灣，罪我者臺灣，留下記錄，願留待未來歷史的批判」。

曉波兄，一路好走，我們永遠懷念你！",14666,334,48,11,9,110,18
3960,MaYingjeou,3481741595221281,"大九學堂開課中！

瞭解公共政策，參與社會服務，認識臺灣文史，豐富國際視野！
堂堂精彩！

下一站澎湖，我們來了！

#馬英九
#蔣萬安
#趙春山
#廖元豪
#蘇俊賓
#陳珮馨
#立法院
#安得烈食物銀行
#美國聖母大學
#淡水滬尾砲台
#基隆法軍公墓",26340,212,175,39,20,3,113
3961,MaYingjeou,3473790566016384,"昨天是 「八二三砲戰」62周年，我與大家一同追思曾在這場戰役浴血保衛臺灣的郝柏村院長，對他畢生為中華民國奉獻，致上最高敬意。

院長任內是兩岸關係變化最大的階段。1992年8月1日李登輝總統主持第八次國統會全體委員會議，裁示通過「關於『一個中國』涵義」的決議文，郝院長跟我都在場。這個決議，成為11月海基、海協兩會以傳真函達成「一個中國，各自表述」的「九二共識」的基礎。 郝院長當時說，我們「反對兩個中國、一中一臺與臺灣獨立」，他認為，兩岸應「和平競爭」，並呼籲中共當局尊重人權法治，實行民主政治，接受我方為「對等政治實體」，「共存國際社會」，足見他不卑不亢、務實前瞻的兩岸主張。

郝院長對於還原蔣委員長領導的抗戰史實不遺餘力，他到大陸訪問時，嚴正駁斥中共扭曲，多次指出，八年抗戰「是蔣委員長一人領導，沒有第二個人」，是非分明，風骨嶙峋。

2015年11月下旬，菲律賓污衊我國領土太平島不是島嶼，只是一個岩礁。為澄清真相，我在2016年安排各界人士分批搭乘C-130運輸機至1600公里外的太平島參訪，來回6小時。當時高齡98的郝院長，不畏辛勞，堅持登島。因為他一生戎馬，就是沒去過這個南海小島。當天晚上我在臺北賓館以便餐招待。隨行人員累得人仰馬翻，郝院長依然精神矍鑠。他養生有道，又愛國情殷，都讓人動容。

郝院長始終心繫兩岸和平與臺灣安全，他指出，『兩岸關係的和平發展，以「九二共識」為基礎，民進黨以找不到文字協議，即視「九二共識」不存在，這是昧於事實的狡辯。「九二共識」得來不易，攸關人民禍福，值得大家珍惜』。我們看到當前臺海緊張情勢升高，執政者為了政治利益拋棄「九二共識」、破壞兩岸關係、不顧民眾安危，院長這番真知灼見，對照出自私政客的醜惡。

郝院長精彩的一生，猶若一篇捍衛中華民國的史詩。1993年他在中山樓國民大會振臂高喊「中華民國萬歲、反對臺獨」那一幕，讓我們永難忘懷。

永遠的郝院長，中華民國能有您真好。",34872,567,140,54,14,21,140
3962,MaYingjeou,3464330793629028,"今天是1958年「八二三砲戰」62周年。其實，早在「八二三砲戰」之前，中共就已多次砲擊金門，其中以「九三砲戰」規模最大。

1954年9月3日，共軍上百門火砲對金門地區猛烈砲擊，半日內就發射了6千發砲彈。「九三砲戰」除造成我數十名軍民傷亡，兩名自願到金門服務的美軍顧問團成員孟登道中校（Alfred Medendorp）與林恩中校（Frank W. Lynn），也於砲火中不幸殉職。

1992年，國防部為孟登道中校在金門水頭碼頭建立紀念碑，當時負責施工的就是金西師師長高華柱。2011年，19年前的高師長已成為我總統任內的國防部長，在他的推動下，再為林恩中校立碑紀念。

2015年，我到水頭碼頭憑弔孟登道中校與林恩中校，並由美國在臺協會(AIT)代為受領我頒贈給他們的「保衛臺灣紀念章」。今年7月25日我到金門紀念大二膽戰役70周年時，特別再到紀念碑前，向這兩名為中華民國犧牲的美軍軍官致敬。

我任內頒發「保衛臺灣紀念章」給歷次保衛臺灣作戰的有功人員，第一位獲頒的就是古寧頭大捷開第一砲的上士熊震球。將此紀念章也頒給在華美軍，尤其是頒給我國與美國簽訂「中美共同防禦條約」前，就自願來臺擔任顧問的美軍殉職官兵，意義更是不凡。

當年美國與我國有邦交時，曾提供財政與軍事等各項援助，我們感念美方的幫忙，但戰火無情，若能維繫和平，我們就不應再讓自己的子弟，甚至美國的子弟被戰爭奪走生命；我們不求戰、不畏戰，但除備戰之外，更要積極避戰，尤其不能讓錯誤的政策掀起戰端，無謂犧牲無辜性命。

1966年，美國總統詹森（Lyndon Johnson）在陣亡將士紀念日（Memorial Day）的演說中，提到孟登道與林恩等8名於二戰後陣亡的美軍將士，推崇他們是為了建立和平而犧牲。我們不忘美軍對臺海和平的貢獻，更應珍惜過去兩岸好不容易建立起的和平與繁榮，重回「九二共識」的良性互動正道。",29808,386,159,56,25,24,134
3963,MaYingjeou,3469456603116447,『國家不安全研討會：臺灣如何轉危為安』開幕致詞,5014,30,57,54,14,9,292
3964,MaYingjeou,3463642997031141,"美中緊張，風雷隱隱，夾在兩大強權間的臺灣，正面臨被捲進衝突漩渦的危機。共軍軍機繞臺、對臺軍演，「國際危機組織」（ICG）將臺灣海峽列為「政治及安全情況重大惡化」地區，臺海已經被國際認證「不安全」，在對外關係、國防與經濟三方面都遭遇嚴峻挑戰。

目前可能是數十年來臺灣最危險的時刻，但有危機就能有轉機，馬英九基金會舉辦研討會，邀請專家學者為國家尋覓正確的方向與避險之道，希望能讓臺灣「轉危為安」！

歡迎您與我們一起洞察問題、探索解方！

報名專頁：https://reurl.cc/ar6Gp7

#8月22日9點
#臺北市議會地下一樓禮堂",11511,84,113,61,36,23,144
3965,MaYingjeou,3444098392318935,"今天是國際慰安婦紀念日，我連續第3年到臺南慰安婦銅像前追思這段傷痛的歷史。

臺灣的慰安婦阿嬤遲遲等不到日本政府的道歉，目前只剩兩位尚在人世。蔡英文總統曾向過世的阿嬤們承諾，要替她們向日本政府討公道，但不僅沒做到，反而在課綱中刪掉這段歷史，抹去下一代的歷史記憶。

歷史的錯誤或可原諒，但歷史的真相不能遺忘，慰安婦阿嬤的苦難更不能被遺忘。我會繼續為阿嬤們爭取正義公道；也請蔡總統實現對阿嬤們的承諾，要求日本政府為迫害女性的史實道歉，並實現她所說的「接軌國際人權標準」，將課綱與教科書「慰安婦」一詞，正名為「慰安婦－軍事性奴隸」，讓國人都能瞭解這段悲慘的真相，不再遺忘。

#814國際慰安婦紀念日
#馬英九
#mayingjeou",30970,499,246,35,50,658,111
3966,MaYingjeou,3441587692570005,"最近政府全面開放境外學生返臺就學，卻獨漏陸生，讓他們成為「反中仇陸」政策的犧牲品。陸生來臺就讀，一直是兩岸青年交流建立友誼的最佳途徑，蔡政府歧視性的做法，令人深感失望與憂心，謹此呼籲全國大學校院的校院長，一起站出來，抗議這項不法、不當、不智之舉。

1870年普法戰爭爆發，法國大敗，割讓亞爾薩斯與洛林兩省給普魯士（德國），兩國仇恨開始發酵。一次大戰德國戰敗，1919年巴黎和會，亞、洛兩省歸還法國。1940年二戰初期，這兩省又被德國奪去；1945年二戰結束後再回到法國手中。

戰後德法兩國政府有識之士都認為，歷史仇恨終需化解。1963年雙方簽署象徵友好和解的《愛麗舍條約》，成立德法青年組織，共同推動超大規模、歷時數十年、數百萬人參與的學生交流計畫。交換生除了在校園學習，也借住當地民宅體驗異國文化，經過年輕世代數十年的深度交流，曾經是世仇的德法兩國，逐漸化解仇恨、走向合作，徹底改變雙方關係。

事實上，從煤鐵聯營、原子能合作、關稅同盟、到1958年建立歐洲共同體，德法兩國是歐洲整合數十年來最積極的推動者。1993年《馬斯垂克條約》正式生效，德法都同意放棄他們歷史悠久、引以為傲的貨幣─法郎與馬克，推動歐洲共同貨幣的實施，終讓歐元於2002年成為歐盟多數國家的法定貨幣，為歐洲整合取得重大進展。德法兩國成為歐洲團結的核心與典範，為歐洲帶來長久的和平與繁榮。2017年剛當選法國總統的馬克宏，第一次出訪就是去德國看梅克爾總理。

如同德法兩國推動青年交流化解歷史仇恨，兩岸要建立永續的和平繁榮，也一定要從年輕一代開始。2011年我開放陸生來臺就讀大學院校，到我卸任的2016年，來臺陸生增加到4萬2千多人，成長達50倍，各大學都有陸生。儘管兩岸學生來自不同的社會，但有機會在青年時期交流互動，瞭解越深、誤解就越少，越能建立友誼與共同價值，為兩岸永續和平奠定基礎。事實也證明，許多陸生來臺後，不只對臺灣留下良好印象，並觸發他們對於兩岸未來有更深刻務實的思考，這不是政府用任何宣傳能夠取得的成果。

陸生自2月9日被禁來臺已超過二百天，蔡政府選擇性排除陸生返臺就學，完全是政治考量。這種對待陸生的方式，既不公平，也讓兩岸敵意螺旋更加升高；大陸當局日前就決定，暫停今年的新陸生來臺就讀。我呼籲兩岸當局，不要中斷兩岸青年交流的機會，讓新、舊陸生都能夠來臺，讓共享血緣、歷史、與文化的兩岸青年，能夠跨越政治鴻溝。我也呼應知名政論家王健壯先生日前投書「聯合報」的倡議，呼籲公私立大學校長們挺身而出，一同嚴正要求蔡政府修正錯誤的政策。

蔡英文總統今年4月9日面對世界衛生組織秘書長公開指責臺灣種族歧視的時候，曾霸氣回應：「臺灣向來反對任何形式的歧視」；8月10日接見美國衛生部長阿薩爾時更說，「政治因素不應該凌駕在健康人權之上」。蔡總統說得很對，希望她把同樣標準，用在陸生、陸配及陸配子女身上，拋開歧視，不要讓政治凌駕教育與人權。",23835,230,107,103,33,44,284
3967,MaYingjeou,3406788536049921,"飄香超過45個年頭的手工包子，過去以三輪車在潮州沿街叫賣，如今已是南臺灣的著名美食。一口咬下蛋黃肉包，肉汁與蛋香湧入口中，獨特豐富的口感，展現臺灣小吃魅力！

#大九好食光
#美食
#蛋黃肉包
#屏東潮州
#88父親節快樂
#馬英九
#mayingjeou",41595,485,90,32,35,2,64
3968,MaYingjeou,3409448649117243,"今天早上9點，我到設於臺北賓館的靈堂，向前天去世的李總統登輝告別。

巧合的是，28年前的此刻，也就是1992年8月1日早上9點，李總統在臺北賓館斜對面的總統府主持國家統一委員會第八次全體委員會議，通過《關於「一個中國」的涵義》決議，也就是「海峽兩岸均堅持『一個中國』之原則，但雙方所賦與的涵義有所不同」。這項決議，為同年11月16日兩岸海基會與海協會達成「一中各表」的「九二共識」，奠定基礎。當天我以陸委會副主委的身分，出席了該次會議。

「九二共識」為我後來八年總統任內帶來兩岸和平繁榮的紅利，讓兩岸人民一體受惠。李總統主持國統會所通過的「一中涵義」決議，是他在兩岸關係上留下的重要政績，也是他對兩岸和平往來的貢獻，沒有人能夠否認。

今天這個歷史的巧合，似乎在提醒我們，不要忘記這項重要的歷史性決議。李總統為兩岸之間留下了一扇窗，願李總統安息主懷。",44439,464,136,171,112,478,477
